Timestamp, Multiplier
202211100000070001, 22.57
202211100001060001, 2.31
202211100001320001, 2.27
202211100001570001, 2.38
202211100002230001, 5.97
202211100003020001, 21.95
202211100004010001, 1.07
202211100004150001, 8.48
202211100005000001, 1.36
202211100005170001, 1.06
202211100005310001, 1.17
202211100005470001, 1.74
202211100006080001, 1.25
202211100006240001, 2.94
202211100006530001, 1.10
202211100007080001, 10.12
202211100007550001, 1.28
202211100008120001, 5.40
202211100008500001, 3.76
202211100009220001, 1.52
202211100009410001, 1.02
202211100009550001, 1.68
202211100010150001, 1.18
202211100010310001, 1.52
202211100010500001, 2.50
202211100011170001, 3.95
202211100011500001, 2.95
202211100012190001, 1.88
202211100012410001, 1.38
202211100012590001, 1.19
202211100013150001, 2.18
202211100013390001, 1.01
202211100013530001, 1.06
202211100014070001, 1.60
202211100014270001, 1.33
202211100014440001, 6.28
202211100015240001, 1.86
202211100015460001, 1.41
202211100016040001, 3.79
202211100016370001, 1.84
202211100016590001, 2.25
202211100017240001, 8.15
202211100018080001, 1.13
202211100018230001, 1.18
202211100018390001, 2.93
202211100019070001, 1.06
202211100019210001, 88.15
202211100020410001, 2.01
202211100021040001, 2.76
202211100021320001, 1.14
202211100021470001, 1.32
202211100022040001, 4.56
202211100022400001, 1.69
202211100023010001, 4.01
202211100023340001, 16.34
202211100024280001, 3.98
202211100025020001, 1.05
202211100025160001, 129.25
202211100026410001, 12.09
202211100027310001, 16.82
202211100028250001, 1.43
202211100028440001, 1.18
202211100028590001, 1.09
202211100029130001, 2.02
202211100029370001, 2.11
202211100030010001, 1.19
202211100030170001, 2.20
202211100030410001, 2.00
202211100031050001, 49.20
202211100032150001, 3.30
202211100032460001, 1.18
202211100033010001, 64.63
202211100034160001, 1.24
202211100034320001, 1.94
202211100034550001, 1.92
202211100035180001, 3.43
202211100035490001, 1.45
202211100036080001, 1.50
202211100036270001, 5.18
202211100037040001, 13.59
202211100037560001, 1.54
202211100038150001, 16.46
202211100039090001, 2.34
202211100039350001, 1.51
202211100039540001, 1.93
202211100040170001, 1.60
202211100040370001, 1.69
202211100040580001, 256.00
202211100042330001, 1.13
202211100042470001, 3.13
202211100043170001, 1.43
202211100043360001, 1.18
202211100043510001, 1.92
202211100044140001, 4.38
202211100044490001, 3.87
202211100045220001, 16.68
202211100046160001, 1.43
202211100046350001, 4.61
202211100047100001, 4.84
202211100047470001, 12.92
202211100048380001, 49.92
202211100049480001, 1.75
202211100050100001, 5.76
202211100050490001, 7.56
202211100051310001, 5.68
202211100052100001, 1.99
202211100052330001, 2.76
202211100053010001, 1.09
202211100053160001, 1.30
202211100053330001, 2.53
202211100053590001, 1.35
202211100054170001, 1.03
202211100054300001, 1.56
202211100054500001, 1.10
202211100055050001, 13.82
202211100055560001, 1.35
202211100056140001, 1.41
202211100056320001, 2.90
202211100057010001, 1.86
202211100057230001, 3.22
202211100057530001, 1.32
202211100058100001, 2.09
202211100058340001, 13.54
202211100059260001, 3.74
202211100059580001, 1.00
202211100100120001, 1.26
202211100100280001, 7.25
202211100101100001, 1.17
202211100101260001, 1.81
202211100101480001, 1.50
202211100102070001, 2.99
202211100102360001, 1.32
202211100102530001, 4.98
202211100103300001, 2.23
202211100103550001, 1.19
202211100104100001, 1.90
202211100104330001, 1.22
202211100104490001, 1.07
202211100105030001, 4.90
202211100105390001, 1.17
202211100105550001, 1.23
202211100106110001, 2.30
202211100106360001, 1.01
202211100106490001, 2.47
202211100107160001, 2.18
202211100107400001, 14.50
202211100108330001, 1.80
202211100108550001, 1.19
202211100109100001, 1.42
202211100109280001, 1.30
202211100109450001, 1.57
202211100110050001, 1.83
202211100110270001, 1.70
202211100110480001, 1.89
202211100111100001, 1.82
202211100111320001, 2.14
202211100111570001, 1.00
202211100112100001, 1.96
202211100112330001, 1.37
202211100112500001, 1.70
202211100113110001, 1.09
202211100113260001, 1.95
202211100113480001, 5.29
202211100114260001, 9.66
202211100115130001, 16.57
202211100116070001, 1.47
202211100116260001, 1.65
202211100116460001, 2.71
202211100117140001, 1.27
202211100117310001, 2.67
202211100117580001, 1.10
202211100118130001, 1.30
202211100118300001, 1.47
202211100118480001, 8.32
202211100119330001, 1.26
202211100119490001, 4.83
202211100120260001, 1.54
202211100120450001, 1.24
202211100121010001, 7.51
202211100121440001, 2.54
202211100122110001, 2.82
202211100122390001, 6.68
202211100123200001, 2.38
202211100123460001, 1.11
202211100124010001, 1.37
202211100124190001, 1.42
202211100124370001, 2.95
202211100125060001, 1.52
202211100125250001, 1.32
202211100125420001, 1.61
202211100126020001, 4.87
202211100126390001, 1.51
202211100126580001, 4.68
202211100127340001, 3.69
202211100128060001, 1.22
202211100128220001, 5.60
202211100129000001, 4.21
202211100129350001, 8.40
202211100130190001, 13.08
202211100131100001, 4.24
202211100131450001, 1.67
202211100132050001, 1.75
202211100132270001, 1.21
202211100132420001, 1.78
202211100133040001, 38.66
202211100134110001, 1.36
202211100134290001, 1.20
202211100134440001, 2.11
202211100135090001, 2.80
202211100135370001, 4.11
202211100136110001, 3.76
202211100136430001, 6.21
202211100137230001, 18.69
202211100138200001, 1.47
202211100138380001, 8.88
202211100139240001, 26.79
202211100140250001, 2.97
202211100140540001, 3.70
202211100141270001, 1.37
202211100141440001, 3.29
202211100142150001, 4.26
202211100142500001, 1.02
202211100143030001, 1.15
202211100143180001, 1.66
202211100143390001, 1.24
202211100143550001, 6.41
202211100144350001, 1.26
202211100144520001, 1.20
202211100145070001, 9.35
202211100145540001, 1.94
202211100146160001, 2.72
202211100146440001, 3.16
202211100147140001, 1.87
202211100147370001, 1.43
202211100147550001, 27.15
202211100148570001, 1.65
202211100149170001, 1.03
202211100149310001, 1.08
202211100149450001, 6.04
202211100150240001, 1.35
202211100150420001, 1.48
202211100151010001, 1.15
202211100151160001, 3.14
202211100151460001, 1.05
202211100152000001, 1.33
202211100152170001, 2.18
202211100152410001, 1.44
202211100153000001, 1.74
202211100153210001, 3.46
202211100153520001, 1.63
202211100154130001, 1.05
202211100154270001, 1.13
202211100154410001, 9.27
202211100155270001, 3.12
202211100155570001, 1.14
202211100156120001, 25.26
202211100157130001, 2.16
202211100157370001, 2.32
202211100158030001, 6.19
202211100158430001, 1.63
202211100159030001, 1.57
202211100159230001, 4.77
202211100159590001, 1.51
202211100200180001, 3.26
202211100200490001, 2.68
202211100201160001, 1.25
202211100201330001, 1.21
202211100201480001, 8.01
202211100202320001, 1.84
202211100202540001, 9.26
202211100203400001, 1.13
202211100203550001, 12.72
202211100204460001, 2.54
202211100205120001, 1.78
202211100205340001, 1.14
202211100205490001, 2.90
202211100206180001, 2.47
202211100206440001, 2.02
202211100207080001, 7.19
202211100207500001, 1.48
202211100208090001, 1.68
202211100208290001, 1.59
202211100208490001, 3.54
202211100209210001, 15.76
202211100210150001, 1.10
202211100210290001, 12.81
202211100211200001, 1.23
202211100211360001, 2.74
202211100212040001, 18.26
202211100213000001, 2.87
202211100213290001, 2.27
202211100213540001, 1.01
202211100214070001, 5.91
202211100214460001, 14.08
202211100215380001, 1.87
202211100216010001, 1.10
202211100216150001, 11.92
202211100217050001, 5.97
202211100217440001, 5.80
202211100218230001, 4.50
202211100218590001, 1.20
202211100219140001, 1.23
202211100219300001, 3.76
202211100220030001, 1.09
202211100220170001, 1.37
202211100220350001, 14.84
202211100221280001, 1.54
202211100221470001, 10.47
202211100222350001, 2.10
202211100222590001, 7.91
202211100223430001, 9.79
202211100224300001, 1.95
202211100224520001, 2.59
202211100225200001, 42.21
202211100226280001, 1.21
202211100226440001, 6.26
202211100227240001, 1.03
202211100227380001, 1.40
202211100227560001, 3.76
202211100228280001, 1.42
202211100228460001, 4.19
202211100229210001, 8.36
202211100230050001, 4.28
202211100230390001, 1.08
202211100230540001, 2.96
202211100231230001, 1.00
202211100231360001, 2.26
202211100232010001, 48.78
202211100233110001, 1.23
202211100233280001, 1.16
202211100233430001, 2.13
202211100234070001, 4.42
202211100234420001, 1.02
202211100234550001, 8.91
202211100235410001, 10.32
202211100236280001, 1.22
202211100236440001, 2.71
202211100237120001, 1.00
202211100237250001, 2.78
202211100237530001, 1.95
202211100238160001, 2.07
202211100238400001, 1.25
202211100238560001, 1.36
202211100239140001, 1.81
202211100239360001, 4.55
202211100240110001, 1.65
202211100240310001, 1.03
202211100240450001, 8.51
202211100241300001, 1.09
202211100241440001, 1.66
202211100242040001, 1.04
202211100242180001, 1.31
202211100242350001, 2.11
202211100242590001, 1.41
202211100243170001, 1.90
202211100243400001, 3.96
202211100244130001, 1.06
202211100244270001, 1.95
202211100244500001, 2.97
202211100245190001, 6.68
202211100246000001, 1.08
202211100246140001, 3.49
202211100246460001, 2.49
202211100247120001, 1.77
202211100247340001, 1.77
202211100247550001, 39.22
202211100249030001, 1.10
202211100249170001, 1.26
202211100249340001, 2.04
202211100249570001, 1.06
202211100250110001, 1.11
202211100250260001, 1.05
202211100250400001, 5.78
202211100251190001, 1.60
202211100251390001, 3.97
202211100252120001, 6.79
202211100252530001, 1.20
202211100253090001, 1.34
202211100253260001, 1.25
202211100253430001, 1.22
202211100253590001, 1.72
202211100254200001, 4.07
202211100254540001, 5.90
202211100255330001, 3.79
202211100256060001, 1.52
202211100256250001, 1.39
202211100256430001, 2.67
202211100257100001, 2.12
202211100257350001, 1.13
202211100257490001, 1.29
202211100258060001, 11.62
202211100258550001, 3.74
202211100259280001, 1.12
202211100259430001, 1.83
202211100300050001, 1.07
202211100300190001, 2.46
202211100300450001, 2.56
202211100301120001, 2.76
202211100301400001, 1.75
202211100302010001, 3.21
202211100302320001, 4.62
202211100303070001, 1.56
202211100303270001, 1.34
202211100303440001, 4.03
202211100304180001, 1.56
202211100304380001, 1.00
202211100304510001, 2.56
202211100305180001, 3.36
202211100305490001, 1.18
202211100306040001, 1.03
202211100306180001, 5.58
202211100306560001, 1.19
202211100307120001, 1.43
202211100307300001, 1.93
202211100307530001, 1.12
202211100308070001, 2.15
202211100308320001, 1.48
202211100308510001, 1.73
202211100309120001, 1.00
202211100309250001, 3.11
202211100309550001, 1.62
202211100310150001, 1.40
202211100310330001, 1.55
202211100310520001, 1.46
202211100311110001, 3.40
202211100311420001, 1.90
202211100312050001, 3.49
202211100312360001, 3.75
202211100313090001, 1.55
202211100313280001, 3.57
202211100314000001, 8.08
202211100314440001, 1.32
202211100315010001, 1.22
202211100315170001, 3.56
202211100315490001, 3.17
202211100316190001, 1.01
202211100316320001, 44.11
202211100317410001, 5.72
202211100318200001, 2.55
202211100318470001, 1.55
202211100319060001, 1.04
202211100319200001, 8.53
202211100320050001, 3.12
202211100320350001, 2.76
202211100321030001, 1.50
202211100321220001, 1.01
202211100321350001, 1.58
202211100321550001, 1.86
202211100322170001, 1.01
202211100322300001, 2.67
202211100322580001, 2.88
